id,count
4540798718,25
4887777271,37
4555244090,19
1095590286,17
2750867389,6
720845413,25
2079499010,23
1438580125,40
339543804,37
4690256836,6
4649602784,21
2740762106,42
2735759612,41
4719570319,36
2830561413,41
4859794751,16
4329176590,48
5926326440,21
85306254,42
2346401538,42
6993162403,14
4094966503,21
402640335,31
4544881698,15
143572368,18
2930318834,19
241374292,25
3084749225,15
2933516096,66
3268175963,13
419965392,15
1925838315,45
1558042903,21
3371567346,31
3648988742,11
2545192257,44
2898690285,20
3682778663,61
3507045406,35
3313869283,30
4549250689,26
3925872123,30
4122558617,47
97406261,8
5646792433,21
4683273591,23
38130571,33
3352697012,19
4166823584,65
4435343922,8
26172759,18
5518766647,25
4801687164,23
2483993827,18
1100708949,41
4965386726,36
3285826301,28
2029280005,11
4289221907,19
2676937700,38
5104045,46
4955130534,23
2208310655,36
2058091220,18
178977151,32
477990943,10
4895560344,38
6920348828,25
3463922449,28
4720263308,53
2490365757,15
6193474428,21
2705099231,28
2460568004,15
3005787021,24
2312746782,12
2949497756,16
3310349604,20
3046429283,30
234580030,28
3638440337,26
4789755167,27
526955751,19
4688196032,25
4013904088,16
2443229844,29
6634655583,15
3110050749,15
467864644,14
4878818161,18
1007129816,17
4378823,27
3273126450,22
3990927873,24
4744180552,17
3183354360,15
4944696052,17
2572667907,12
3713030758,16
4972908930,49
2243904502,19
461139045,25
351876121,27
2402301574,20
324642762,17
4592144222,25
194827949,30
2463692128,9
5657272299,25
2635905544,15
1078621572,32
2766765386,6
4900222239,22
3024932201,26
3339916063,31
817654759,18
2993841039,29
3726025663,15
1179086155,26
504859922,22
3477759890,41
584726817,27
3599442049,12
4940658327,48
4562512283,24
2547366477,27
4406961500,20
4751592213,17
2203585314,21
7162017948,33
5614228719,16
4539916208,72
2712629059,16
2325808609,12
2259336826,30
418652422,76
3014546644,12
950273886,15
4697314878,30
2296166785,15
4875758180,19
4943187092,53
4773293976,21
6994642420,45
319847643,9
3579368231,16
6662693149,41
5206587376,26
3091673351,17
2957660840,17
46348866,25
2311850831,6
4814948204,19
462220690,25
4648440498,61
161329629,14
6981039831,23
262681159,19
2512586304,26
7182849209,7
4881733837,21
7920471750,34
3259694057,32
2306497411,14
3326086533,12
1337792872,12
6208991202,28
3781615817,48
382151094,20
465129973,27
4898695163,28
4262692609,29
112411540,50
2110633040,18
2985679744,21
2565733340,14
3271178748,18
4084558283,32
4986581949,29
2946464027,11
2339530872,49
3428038648,26
3585117340,7
2766954299,18
25534384,29
3644668446,28
4566836984,36
1335877200,19
5477639022,20
2724772157,18
2945685284,17
2773468269,43
5881141060,23
3268727984,18
4679363874,19
3276895962,16
3238044322,38
7283335868,29
3339861543,39
4448895748,21
5793396150,18
3308663039,9
5214344526,29
4715755037,28
3559357704,55
11214370,14
2934801096,17
3455419642,17
5919020,23
1761060826,15
3334634050,8
2469878877,39
3590653633,29
3213622536,29
1007320043,26
2210070009,13
2440309761,21
2503996814,37
6300225700,43
3450135702,29
2084217208,20
2695961935,28
2331827016,21
1622619190,14
2738379929,12
3427301653,16
2521770311,11
2236016316,12
7360361880,19
6006191679,31
6626089819,11
3353950389,20
3801083035,16
2855695119,17
4834129500,21
2372763106,24
4578792667,17
2480000122,35
5092277295,21
2962977152,16
3003303050,46
76485985,17
7988586396,11
77432938,14
3411393875,11
8067804631,21
498492764,23
4548216727,19
4123816289,15
3200999182,28
4822495419,22
3445428367,11
4051938340,28
4756060695,33
8178147905,9
2102422015,20
3269087421,23
3265527323,14
4613268345,10
3027458414,11
3179278412,39
2101457132,19
4835296120,43
2173362914,21
476767695,23
4089361660,40
2460467896,39
6263542472,32
2514667945,16
2220612655,10
803175693,48
1415960251,11
3172384527,45
1807463181,43
5349069500,50
4625392581,12
4831642430,21
2294231101,14
276967198,11
18865365,17
2272491304,17
6021205363,23
252141930,23
2837253011,19
3328204532,18
3776839227,24
8052397902,44
1243798805,20
5222251832,24
2140182410,20
6533934303,18
3620917462,31
6811244500,28
4741320398,26
4145725151,17
3491365028,28
2331510788,6
3301935788,19
1222322358,21
6341526291,15
4650367147,12
4969006670,33
3178442303,18
78055409,17
3106026005,17
311403792,24
42160866,15
458213442,19
4468251915,25
308014594,18
3443466107,24
1283466,36
4721533619,24
7024620109,25
441176884,26
2835367658,70
405240865,31
14887980,19
3046902524,18
4668251659,29
1675485579,23
2496523295,22
5687833791,27
2896180326,21
146479462,16
2581058635,39
409930622,25
162152393,42
3591283677,16
89202781,38
464542381,30
4816940001,70
4945543678,14
2428959030,26
4872766179,27
3087485737,7
2990563425,27
4893518190,27
2667092132,25
1296412797,14
3087230582,19
7682324722,23
140430106,11
4792868400,11
4612764815,22
3216829599,12
2971298546,22
2089350172,8
4296835667,14
6867047658,22
4435667506,21
6328396194,12
318174019,17
2271468944,20
2945213105,25
4622635648,25
2845914142,22
201214645,36
2021613437,32
4960801678,20
4413167760,20
2879241506,13
186890605,17
5001895034,19
957129624,28
3437273677,41
5930769790,21
4910372080,29
6782145166,18
4682168919,39
3963364562,16
5669382831,16
2398915100,47
3102819100,35
4725480987,40
4764437178,22
5589601689,12
3397259310,26
1150429218,55
2194194725,22
525887861,29
7474041156,24
4340031884,41
4791487303,15
4612135887,21
4748496940,17
958326692,24
3600229533,17
1082478946,16
420355149,42
4995288442,30
5432673825,9
527076501,24
4791890474,25
6917596231,28
5510989691,52
463554115,24
1989145280,16
1015712668,13
4828142606,24
87119046,22
2344969116,24
5899468014,13
2708508967,34
4664348638,16
2258662398,10
116482438,35
75953797,20
396458005,70
4721642270,21
2486364531,26
408573233,7
182897345,16
5526668006,17
4774595499,17
1807169176,13
453473508,4
445655284,24
7300628,20
4942777259,14
3638374272,43
3984282687,27
6859510611,19
4067575996,24
3696190497,23
287967163,84
2450403073,12
250346988,22
7807617146,17
2042110579,38
3121881702,20
4638839630,27
4127226771,7
624742559,25
4785056855,19
4745021716,10
573385626,59
2466412466,24
1685990174,23
4954636046,39
3399906919,30
2320742338,14
4238141532,28
289636441,21
3225037367,29
3174431688,12
2379463203,25
3609377404,13
3094752171,30
2527525680,15
2502007071,40
5340639100,50
4889181219,18
3987140887,47
4563111678,40
1534920819,40
89245315,12
6052149729,32
6370724457,20
3357937209,31
7867736186,63
210788423,22
4814444205,27
4590049942,22
6205176022,12
1461653394,29
3393394134,14
1389323170,58
3484393667,13
961611340,14
2900560501,43
5278211707,13
7232703918,26
5207964886,45
276356412,11
6240611112,12
4689976046,19
2120512339,14
33459741,49
3533660418,17
2056041678,10
4710757099,26
2745520849,19
5701786491,17
2090545563,6
5738179350,14
3362049454,11
2289840578,18
26217061,12
254478202,26
3179294878,34
3827295748,51
7278633600,19
3289429783,7
862560775,23
2524003134,10
5290994547,26
261123751,47
2421340833,31
3923616497,32
3866270897,23
2748435417,16
326334188,9
2474483208,43
8040947572,12
5573511334,34
2251418114,26
459778335,13
133087820,38
4450722137,19
4863474202,40
4543755321,43
190965502,27
2900680078,38
1250745375,16
5456725416,41
6819461076,17
6063730184,10
2687089257,45
6154676236,18
2819466992,16
2500582887,54
4967219871,15
2832654970,10
3070159791,19
401476986,9
3636796219,26
3241263130,22
357924786,21
4688039001,17
374438018,13
4823233954,19
297556640,53
3713177334,37
3863320547,29
86112634,14
3630991662,32
3743976841,21
4091988557,21
3644469632,13
4689253216,53
2775068620,19
4831855344,49
4658745957,48
2495204443,37
1460443444,55
6893218038,23
3688858505,21
3563871276,9
4865556239,20
4846892973,23
4569656361,14
3473188829,46
3417983246,18
6990987537,17
3426956912,17
2881561370,36
3747212986,15
2189181027,16
5579811387,29
3516935867,15
429283612,29
4878621384,25
4648702866,16
4685562107,23
3478493455,25
4911985199,30
7953090988,24
4952001654,23
6090223025,40
7808717546,35
5984974054,28
6214447,23
1690926854,13
1590016063,21
2642474867,18
2774187381,35
5293561716,8
4796147038,11
2245618207,19
72218201,33
4232753024,34
3939998097,26
25268657,9
1316247213,17
516998046,8
533319297,18
252266108,32
3645730082,15
2943399558,27
4612831165,32
3189251454,12
4444835097,37
888244173,24
4864050589,15
4622296311,13
55470226,20
2622581408,20
4509482298,32
5788678128,21
4638560669,32
2069887,17
116450583,33
6286405785,30
3030565991,17
3009713124,26
7416738744,32
2480333312,19
157308126,11
2214596481,49
4479231616,25
3081182021,22
3262647146,32
4672056076,15
3264678536,13
289860281,29
4824738139,29
3112501337,45
6293812868,29
3861733990,18
5201259529,22
4393476043,34
2819188080,26
1925086298,15
485921585,32
2103077124,16
3587847246,45
2438726098,9
2832033116,10
2063277300,14
3643684044,30
6207347056,28
3404784408,24
2679565682,14
1278579569,42
4889818024,10
6718814177,14
3490789179,17
2957763153,34
4603716254,10
6823644581,15
240034176,21
2368321486,20
5949201274,28
4890592090,16
4377820231,8
356566832,7
3121482932,22
1814372530,23
3616638478,16
2562463210,14
7757245162,46
4740350587,46
4725723908,12
2346564235,18
205520729,23
3442006834,9
112604461,51
313326614,21
63108800,26
2158247955,12
4838419142,29
2884252132,9
6834460619,21
2441118178,18
3673098366,31
3040287071,24
3123526484,35
5228334906,34
4888243690,30
4630818826,16
3535511987,27
2218821842,38
3354200211,24
2358554995,7
641893280,32
537559285,24
3892428805,18
3506216254,25
2207244634,17
3447155358,14
8125199349,12
11214205,25
6191612418,31
4733464337,12
4941007356,34
2215837479,31
2209036528,41
4931700621,12
280899906,26
1542970798,20
2429399563,45
283745783,34
4733474874,14
3656659570,12
133684581,19
4703277578,26
5897700952,13
54723805,14
4704944999,34
2870682429,29
151970521,48
324208502,15
533713007,55
3113437367,11
498794783,24
7896102900,8
7284554016,27
4807204813,33
214501174,20
3091580843,18
3879971251,25
3501175119,22
388386075,14
3173928684,20
2718049631,18
489723654,36
4048692596,22
4716228900,25
4590206492,29
3527659327,20
4436007271,14
4794460787,38
2467850190,30
5148259688,14
2725042940,61
5779172980,46
3560771491,13
2308322210,30
4134335534,41
58579865,26
332303587,18
1732217138,29
5511459001,40
3632572264,44
1250854171,48
1327485320,65
39983944,14
4939704849,26
4015868140,16
2997483933,10
7197674214,22
1522291943,15
3086810882,7
23775702,29
2766639358,22
2729685399,11
3379314077,57
375947808,26
4922712943,39
2273591668,16
3640241166,12
1231229740,21
2623247254,15
475594565,28
2653617835,18
2876232980,38
3578372039,16
4242038325,13
3671931745,23
15019062,34
6491222037,24
3541162969,16
3131632154,11
3947306345,19
463875230,12
6318408733,34
3876652419,34
2321764238,11
2705925410,20
3364140217,28
2572101672,10
4717487605,85
4805567702,14
1398957709,20
7162943359,17
4910057495,21
4979680901,12
2133650765,47
1454678644,13
2705920660,29
7100199765,13
4419322515,18
2609082055,53
246094557,20
428909907,27
2176364472,24
3551003620,26
4297110982,14
482341039,31
3331190056,11
4360988503,29
3182558164,33
3461105176,14
3826412989,16
7498906026,31
3489037458,18
4890379428,40
3908271774,21
107368840,28
4938863445,39
2959699416,31
6971868744,39
5690228281,20
261627889,24
3760793412,21
4412825867,20
502760780,25
2424250856,30
4358234800,13
2514612680,25
73987570,29
1472433625,24
2285152690,8
3230432495,11
2147870343,24
4813887752,30
7239534164,80
2483783092,16
5604852363,22
4691217656,30
6635122929,33
7511707760,33
4936899101,27
4783440942,22
4892334228,12
138235288,19
2584412512,17
5008200231,41
2171388397,14
4952001654,12
18111123,26
3241965735,17
4893505289,23
7779718252,36
2195887578,22
128479788,19
1965278563,20
1049955899,31
7523563426,17
47529535,26
858747984,29
247691240,9
4511339699,18
5615077255,28
4262694145,12
2607047686,35
2333288869,13
856985136,19
615025092,11
3321334180,7
507419384,16
5576659557,34
4792596961,29
2991575785,36
1509338579,26
3349968447,11
2201734906,28
4813304335,10
7102599087,34
2875605750,34
137431020,20
2892989340,9
2902383833,43
4934536380,15
510046396,20
4756060683,44
533124119,16
4775534259,34
182030893,29
156249400,11
3074842262,21
1398606571,21
300274198,37
7963978148,19
123628218,14
4931380548,18
3590294974,26
3469314129,16
4603095253,38
84514007,7
4870438924,42
4661178321,46
367740415,27
3255737244,15
404491917,6
3816206376,31
4613262585,26
1476002408,23
2578577049,16
8208720028,11
4941361426,32
3117602933,11
4542690151,19
2782850287,33
1193547352,11
3462165890,27
4771381994,36
3203453897,38
2494259543,15
3652764505,33
4625244996,23
1918894054,15
2660601299,9
24761526,28
4041300706,15
7579008108,16
410050096,23
3235746553,8
4716172909,21
540873795,15
3707902579,32
2102732029,39
1355945307,14
4784190702,35
2596262923,23
2537034263,25
3956420030,10
1404471863,19
4886394105,32
3649384501,10
2211495714,13
3707077198,16
1553023640,13
5071580142,25
5718656424,32
488416045,10
3728695560,32
4495921495,9
3002051747,44
4682354270,18
2381613738,13
2623146491,30
4899353764,16
6759038111,8
4105945751,18
3838361068,20
472496249,14
3318021552,22
3737556823,36
2839932205,19
1774246825,18
3843254402,21
2612608861,26
2465497494,14
5184996839,16
3083913737,15
3628184570,14
3099294440,22
406307645,20
3135424930,27
2319989266,21
1390436676,19
2385034500,28
2212794589,18
4805835848,30
4353702509,18
476760133,13
2435482148,34
3458577912,16
6353804663,38
5624522,29
2924096614,29
3258391809,26
4202255358,20
2722957422,27
6834490808,9
2893476169,45
4917408254,25
1182733666,18
3357708906,12
367400736,21
354015880,24
97577988,17
1975171469,70
4157338292,12
252802010,22
538990552,21
2268729848,21
5501939710,20
4567311889,17
343301629,18
170547828,15
2380464803,27
3186863842,18
100444898,17
2276314067,12
4753414852,27
2647062476,23
3265527323,11
8218190928,27
3093713234,19
182503906,41
3540598210,58
218854747,27
146577645,13
3516312179,34
2072040759,33
2536792809,35
109823397,21
2865564810,37
6960287365,19
2544134113,14
1449758127,34
2645694063,25
3080363242,23
3804316124,41
2222944983,27
437527058,19
2853407781,14
373759186,17
4406996649,22
3568065409,38
2608289957,13
7992914279,20
3213395965,28
6802728196,12
5077873899,15
4265333893,53
344403580,29
4699461776,14
2983837415,16
2038282729,43
3614881872,37
2424976964,29
4779910502,28
5293700431,23
2483792149,17
3163477256,16
4757957374,14
4166823584,38
1404832008,22
138482998,19
4733158624,20
75204250,26
5927448574,19
4840867184,17
780605882,28
4900807745,47
4902805416,25
349198711,15
4513166936,48
3308488725,34
3427614912,34
3249865395,28
2984961568,28
4564452393,64
2434006663,25
115125072,32
4088621789,17
3374384485,13
3096201601,18
302815772,18
1000523639,29
3491098589,8
3386953179,9
1299923168,13
146100443,28
4948440838,33
1082250005,60
2256231539,27
473113241,25
1521623639,20
4527656043,42
2150564996,10
3568219100,23
7061854373,22
2773011586,33
3549222244,33
3874666884,33
3062433945,23
4571029078,22
2701635619,12
307040440,18
146906547,49
4201060050,27
5732433781,15
16396183,32
5192430558,24
148441028,35
872135364,13
185571867,38
3331525712,38
2988298940,29
4838444413,19
5152534735,15
2955813024,29
464251704,8
2766726291,14
2481003841,57
3301754574,11
4516802179,31
6209037268,20
365584746,16
4496551407,15
3294952558,30
4816563536,7
3564322601,18
3581818450,9
2196316998,12
529114761,8
363617160,10
709373049,24
2178306830,15
3424908564,12
3086401959,15
3198962089,20
4827152692,35
4674137230,45
73233864,12
1304100320,8
4068840117,16
3250695024,6
339350939,16
4032520378,25
3893700052,24
358127240,44
2438847889,24
3118505332,15
5843713244,9
3963684908,42
2224524855,40
3477977145,26
833459429,19
639120223,24
4726678447,21
3765374230,21
349877184,36
2220185725,29
2705103541,14
1071201387,54
3665355241,29
5483599902,34
6474862163,11
6849285802,33
4378559088,28
6322363637,24
2537824400,14
3534668485,17
472925731,15
2868324804,27
2765747519,9
3515904775,6
4680385998,18
76851943,45
2419591925,14
2566140647,34
6878448774,16
3975954369,31
3031639898,16
2931950813,38
4862804270,18
4038718263,27
3519483468,18
2565685680,14
7716888988,19
4718115322,40
467960888,10
7688010340,18
4700437495,7
4946004444,12
4418943038,28
5823716566,49
3356369156,8
4515995064,23
126227418,52
2423118738,24
2494520404,17
209101256,24
127489408,22
6824701719,8
3257207516,21
7703126340,23
467858872,14
2663977526,32
4831412806,34
1482960952,15
2966552760,20
4525526342,13
3275748918,32
7760722986,16
2443512473,25
5468460528,25
3638178504,34
2519272882,23
3676561090,15
2888499869,21
2914206497,10
3290105461,32
3051082548,18
4824709515,21
14526359,29
4455592041,12
1285067106,17
3711346809,15
5350403659,13
289628492,26
4830293194,36
2969193503,42
2039175551,18
7520828522,59
2937389449,10
2144049642,18
3907881388,25
4867849913,22
3584196366,16
2856080862,19
2542662402,13
4902710339,28
2100735137,13
4755628405,14
2751612533,16
6185957886,31
335009007,18
241959826,48
2127207912,22
6009022127,31
2610183206,51
89353191,22
4591624033,39
214167512,14
4115261994,23
4791042801,32
4781814479,26
3415003392,15
3467219837,7
4329269128,15
86120427,17
508751871,43
254901702,21
3012334157,11
543613917,18
3548356189,26
3391716619,16
5452434213,12
3281580623,11
2711203701,18
4431675863,31
1559931223,32
3267860015,82
4945277384,52
4613883258,20
4560046189,18
3858745961,31
491495182,25
824123145,27
327415627,16
3500418537,34
2035511078,26
7618563892,38
138475481,26
7979221902,12
731236273,14
4749181324,30
4450338499,17
511643051,21
2664102751,10
458833944,16
4685179348,31
5506394073,24
377872672,33
5554366099,27
3735801713,19
2272823323,19
2483666380,13
4392574245,25
261626276,35
3672057606,21
4782143365,18
2346402952,15
3303507839,44
2782759274,51
3746623148,22
3364796213,19
2231048328,10
4027325112,48
6362439531,27
2643309379,23
4077607563,20
2452591587,12
3203653804,40
3023296051,19
2519585357,26
5565570899,18
299193125,20
4826833243,21
5006862180,17
5615716320,40
2711758070,37
4918623389,28
800173989,22
507596434,32
3350381109,24
3335985175,24
4850301392,26
2892467862,18
4509715457,28
4607507068,30
4915029510,39
3848372359,19
2938747424,14
3020785883,11
3400245808,28
4567985212,31
18965154,42
4654256786,38
1361420539,6
2387494200,23
4709299672,10
3324375078,5
281754914,11
4931259260,41
102455176,8
2287313464,15
3827185280,9
3608661756,40
1881494074,15
5643010407,10
3374776293,20
3017482822,29
51565199,24
3334987711,31
3549011001,16
1517682494,20
2678747865,13
2426303900,15
293809422,18
2441815792,18
4826097102,22
3425685827,25
2834973135,18
266464443,15
479807833,17
3085973779,17
3195147187,20
7237669608,49
2942311160,12
4119940755,37
3933292247,62
2675397335,11
308487515,8
4467634558,11
2723250451,21
3520048776,19
1917203130,9
4941738201,19
978580450,10
2842122575,35
95081629,42
2775057954,34
901027462,25
6556869643,20
4829533753,49
463852657,25
4921075662,33
4463205759,20
5057044059,29
6913022231,31
4684604794,31
2987328689,13
4717660540,23
4575727965,33
4730549198,41
855430954,15
2090386465,23
2952887435,41
1570065565,36
2150834797,32
3425835357,8
3720129024,21
4533793084,32
4111392499,28
2774267559,40
1093807815,27
4834130488,19
3259222690,24
2793597468,19
1128230658,33
6254090796,47
3538719941,28
2052953131,25
7813154662,22
6833775117,35
2649056692,22
4412028431,28
2401027304,50
3733511876,23
377291253,22
4861232893,7
3812972187,24
7962691602,16
4631313449,22
4717583951,17
4623188792,41
1067675215,24
3321209919,17
1296740217,11
270684372,20
6780320278,19
4552756737,69
464761361,52
5117916560,23
3407584080,15
4900546628,22
5404607703,9
143688895,15
4546029322,12
23714402,12
4321467102,24
3367758711,21
3827245354,23
3532538536,11
2891300143,26
2825932918,20
7247604030,18
3547499166,10
4756060669,41
5846714531,29
3698636872,16
3097956754,49
6224759631,21
5192523054,13
3486154327,13
3827316480,15
4696548185,38
153374075,18
3247477917,39
2911919938,40
2502248149,34
1351764581,22
476763228,37
5293700431,17
154501143,33
2755554894,27
68972438,28
3784577325,33
4455999741,29
4238762387,69
4998936440,33
2330843604,16
4848505381,18
1619001772,18
4884153815,25
505929313,12
5332049234,31
823675317,25
4761988213,19
64623852,27
3954705002,22
3258397351,72
425088533,11
3385956569,28
2513260012,9
4959432218,31
4442622544,15
352016884,11
4804927109,12
4753175787,10
197504190,16
4829882264,34
2942514377,29
4459462025,71
6116491209,27
2178095150,24
2931759630,14
6838086484,46
4891151258,35
4719894224,33
2359784186,32
2961192837,85
2762594886,12
3150682680,16
252210274,51
3107592525,9
184855171,43
5721131714,9
4838928834,27
2819833106,39
3203288070,13
7348289414,25
2306254712,21
393958545,9
1398613231,8
381754795,21
2354829523,15
4847349393,21
3354883962,15
2719102611,33
4208450163,22
4504050190,11
3694219419,30
2759652248,23
3405011838,26
477204750,6
5671379503,21
2345980168,7
3482473245,31
3689975998,13
4302494415,64
3754588617,18
3732914946,41
4809590488,16
313238061,38
6901333,30
2282522980,15
3249738122,22
2176776800,17
308680206,24
2938072630,15
3213954789,42
7391785714,23
3577928139,8
477254932,51
5397894822,47
1294431829,35
3264397357,14
3545586120,32
4526883901,21
760771572,18
8154438289,40
2097615120,23
272461537,37
3016708786,18
2876994989,23
4950966242,24
4767559417,29
710878348,28
4915359289,76
2555545571,26
3068966816,12
4702713514,16
6208818853,8
4595984953,22
3178460509,36
3423249426,28
3177298173,19
4421766226,20
3498327617,9
2653192579,30
3375991133,19
3902721920,50
4105413463,43
2489602993,18
3288596188,21
7032696983,10
3662865,22
2382117842,21
4088621077,24
4687557761,24
3305107222,36
3733074526,11
2711197685,14
19581538,23
4705552913,26
8125199349,27
3040699634,11
3193335577,16
3286761458,20
2705659087,25
3597921737,22
177241092,31
4713532955,17
5332472316,32
2837640996,30
2342288990,13
2443380641,59
173227546,35
2486364531,16
299701802,28
1433924222,20
503872649,43
153963868,11
3069837790,34
7362640920,25
3490044563,11
141559699,25
4960200748,20
4113657978,41
2938747424,7
8146089465,9
109823395,38
2328016702,31
5451473560,22
2831656774,15
2190899457,19
423140781,36
112245524,41
636225587,35
4725000343,24
244443352,8
4780590314,19
3022505829,15
3410902181,22
4033018747,44
3209620285,10
3244693507,18
470696235,32
2053777548,17
2777787752,9
278002800,28
3366904106,13
3571193625,7
2562347802,10
3033612929,11
2439031566,16
169490297,29
4941462834,26
3197715961,17
2481082525,23
4621758865,32
4920764215,30
5338988058,62
6907873186,33
5788177425,23
5001254496,27
4735749881,37
3220650628,33
2957665534,35
2531531143,12
3668734264,49
2865409854,61
294549892,32
186348874,29
7703563796,16
2636570551,26
2934573544,12
237650533,62
2652843146,52
431059632,14
2705919270,42
4833051916,43
4552210849,56
2907904426,44
3712574653,61
4784654965,21
363763680,31
3244470342,22
3202804141,9
4294773353,27
3175887061,39
4645833149,20
1409969752,30
2101756743,21
2255685792,24
2630123726,22
3546342037,60
4027160843,35
2597088734,9
4921377842,17
4681388085,33
4208402957,30
2009636597,38
4035351596,11
