id,count
ADE_train_00008148,8
ADE_train_00006164,17
ADE_train_00013200,19
ADE_train_00015476,24
ADE_train_00014745,37
ADE_train_00000903,32
ADE_train_00007400,34
ADE_train_00014141,11
ADE_train_00010567,18
ADE_train_00009560,26
ADE_train_00017182,11
ADE_train_00001771,26
ADE_train_00014028,28
ADE_train_00018246,14
ADE_train_00010804,11
ADE_train_00011227,11
ADE_train_00011603,19
ADE_train_00019495,16
ADE_train_00011769,18
ADE_train_00015368,11
ADE_train_00002148,11
ADE_train_00002990,14
ADE_train_00017608,16
ADE_train_00012649,12
ADE_train_00013927,14
ADE_train_00011504,24
ADE_train_00015752,20
ADE_train_00017027,18
ADE_train_00005196,14
ADE_train_00005536,12
ADE_train_00011663,25
ADE_train_00005144,18
ADE_train_00013090,19
ADE_train_00010078,17
ADE_train_00003378,20
ADE_train_00010998,34
ADE_train_00008746,3
ADE_train_00009800,22
ADE_train_00000540,19
ADE_train_00017238,6
ADE_train_00010714,19
ADE_train_00001317,13
ADE_train_00017195,8
ADE_train_00020148,20
ADE_train_00005378,12
ADE_train_00016319,13
ADE_train_00002732,33
ADE_train_00011091,8
ADE_train_00007617,12
ADE_train_00011284,31
ADE_train_00003485,14
ADE_train_00008245,12
ADE_train_00005891,11
ADE_train_00012503,14
ADE_train_00013119,10
ADE_train_00000506,27
ADE_train_00009536,20
ADE_train_00000725,33
ADE_train_00014157,15
ADE_train_00007129,14
ADE_train_00000465,10
ADE_train_00010551,21
ADE_train_00009428,15
ADE_train_00010559,20
ADE_train_00018507,9
ADE_train_00004660,17
ADE_train_00013029,20
ADE_train_00007107,39
ADE_train_00018651,32
ADE_train_00003886,17
ADE_train_00006035,13
ADE_train_00006940,15
ADE_train_00006651,15
ADE_train_00018425,14
ADE_train_00014707,15
ADE_train_00014546,9
ADE_train_00000076,27
ADE_train_00009354,17
ADE_train_00000121,26
ADE_train_00009060,22
ADE_train_00008267,17
ADE_train_00011989,12
ADE_train_00000443,19
ADE_train_00012647,12
ADE_train_00007910,12
ADE_train_00009657,20
ADE_train_00002760,37
ADE_train_00003811,16
ADE_train_00001442,13
ADE_train_00003617,18
ADE_train_00009373,30
ADE_train_00020142,12
ADE_train_00001480,12
ADE_train_00013786,16
ADE_train_00019891,4
ADE_train_00007555,29
ADE_train_00013639,19
ADE_train_00005633,24
ADE_train_00015007,12
ADE_train_00007877,16
ADE_train_00010561,23
ADE_train_00005042,20
ADE_train_00011952,8
ADE_train_00019498,10
ADE_train_00013795,5
ADE_train_00009907,9
ADE_train_00010549,35
ADE_train_00011734,6
ADE_train_00020200,10
ADE_train_00003106,12
ADE_train_00005573,14
ADE_train_00014061,46
ADE_train_00013416,13
ADE_train_00018943,7
ADE_train_00003231,13
ADE_train_00010607,17
ADE_train_00019564,14
ADE_train_00015132,22
ADE_train_00017640,24
ADE_train_00018641,13
ADE_train_00009839,16
ADE_train_00002316,10
ADE_train_00019045,13
ADE_train_00007768,5
ADE_train_00002315,28
ADE_train_00019793,14
ADE_train_00016689,25
ADE_train_00009908,13
ADE_train_00012354,18
ADE_train_00004621,17
ADE_train_00003703,21
ADE_train_00001302,12
ADE_train_00003758,22
ADE_train_00012094,10
ADE_train_00006499,18
ADE_train_00006115,15
ADE_train_00006730,13
ADE_train_00013791,16
ADE_train_00014692,10
ADE_train_00001313,30
ADE_train_00014572,18
ADE_train_00012123,9
ADE_train_00003863,12
ADE_train_00019206,13
ADE_train_00007174,30
ADE_train_00010819,8
ADE_train_00011184,22
ADE_train_00013842,27
ADE_train_00011396,25
ADE_train_00014971,26
ADE_train_00013874,47
ADE_train_00018554,27
ADE_train_00002605,17
ADE_train_00006854,31
ADE_train_00005524,43
ADE_train_00011382,34
ADE_train_00001967,49
ADE_train_00008627,11
ADE_train_00006713,8
ADE_train_00014701,19
ADE_train_00002477,11
ADE_train_00010998,24
ADE_train_00016367,15
ADE_train_00003090,8
ADE_train_00017969,20
ADE_train_00012169,18
ADE_train_00000362,6
ADE_train_00015705,13
ADE_train_00000476,22
ADE_train_00005822,11
ADE_train_00000958,20
ADE_train_00007929,26
ADE_train_00000141,41
ADE_train_00008843,20
ADE_train_00010793,10
ADE_train_00018849,11
ADE_train_00009734,20
ADE_train_00018730,24
ADE_train_00007780,15
ADE_train_00001287,9
ADE_train_00016377,8
ADE_train_00001641,6
ADE_train_00016161,25
ADE_train_00009694,17
ADE_train_00001308,28
ADE_train_00009356,17
ADE_train_00006411,10
ADE_train_00018044,12
ADE_train_00010270,25
ADE_train_00015436,37
ADE_train_00016523,15
ADE_train_00011780,19
ADE_train_00006946,15
ADE_train_00014180,19
ADE_train_00016307,29
ADE_train_00004531,7
ADE_train_00018897,12
ADE_train_00002908,12
ADE_train_00017370,14
ADE_train_00018787,21
ADE_train_00019417,23
ADE_train_00000872,21
ADE_train_00015659,17
ADE_train_00011110,20
ADE_train_00019012,17
ADE_train_00010779,8
ADE_train_00006852,34
ADE_train_00012663,11
ADE_train_00001901,26
ADE_train_00018612,21
ADE_train_00011140,18
ADE_train_00005579,8
ADE_train_00008404,32
ADE_train_00003867,19
ADE_train_00009984,12
ADE_train_00007367,31
ADE_train_00000776,60
ADE_train_00014682,5
ADE_train_00010216,18
ADE_train_00018356,14
ADE_train_00007623,9
ADE_train_00008383,13
ADE_train_00010712,23
ADE_train_00002037,22
ADE_train_00019688,33
ADE_train_00003836,29
ADE_train_00013278,9
ADE_train_00015356,8
ADE_train_00009946,16
ADE_train_00000599,27
ADE_train_00017794,14
ADE_train_00015277,12
ADE_train_00016347,8
ADE_train_00013596,4
ADE_train_00012056,8
ADE_train_00008247,19
ADE_train_00010830,9
ADE_train_00013210,13
ADE_train_00008591,24
ADE_train_00020176,13
ADE_train_00013783,7
ADE_train_00006367,14
ADE_train_00004990,12
ADE_train_00005637,23
ADE_train_00007665,10
ADE_train_00009791,14
ADE_train_00005622,15
ADE_train_00019717,22
ADE_train_00013445,26
ADE_train_00001968,16
ADE_train_00019610,21
ADE_train_00003236,17
ADE_train_00004252,15
ADE_train_00006954,24
ADE_train_00018162,23
ADE_train_00002741,22
ADE_train_00012897,17
ADE_train_00013541,11
ADE_train_00012444,22
ADE_train_00013699,23
ADE_train_00019899,28
ADE_train_00011000,21
ADE_train_00012571,28
ADE_train_00005834,8
ADE_train_00001289,10
ADE_train_00017399,11
ADE_train_00000323,27
ADE_train_00002736,15
ADE_train_00012162,14
ADE_train_00004344,16
ADE_train_00020087,15
ADE_train_00009222,15
ADE_train_00000090,20
ADE_train_00014187,16
ADE_train_00018620,10
ADE_train_00018407,12
ADE_train_00017777,10
ADE_train_00010847,13
ADE_train_00012664,17
ADE_train_00002619,5
ADE_train_00017004,25
ADE_train_00015415,12
ADE_train_00006302,11
ADE_train_00017929,12
ADE_train_00003735,76
ADE_train_00016951,19
ADE_train_00018000,21
ADE_train_00001319,10
ADE_train_00003676,37
ADE_train_00011294,22
ADE_train_00018635,12
ADE_train_00003827,12
ADE_train_00012874,20
ADE_train_00006494,9
ADE_train_00014829,12
ADE_train_00012936,18
ADE_train_00017659,17
ADE_train_00013235,18
ADE_train_00007201,51
ADE_train_00002963,26
ADE_train_00014799,17
ADE_train_00017970,29
ADE_train_00001911,7
ADE_train_00000069,8
ADE_train_00007004,31
ADE_train_00010594,42
ADE_train_00001876,15
ADE_train_00009621,21
ADE_train_00001720,21
ADE_train_00017251,16
ADE_train_00010409,12
ADE_train_00006867,17
ADE_train_00019251,19
ADE_train_00007309,7
ADE_train_00012237,35
ADE_train_00004257,14
ADE_train_00005302,10
ADE_train_00016366,12
ADE_train_00015258,11
ADE_train_00010620,34
ADE_train_00003897,45
ADE_train_00009974,18
ADE_train_00019599,14
ADE_train_00015959,8
ADE_train_00015977,16
ADE_train_00016654,12
ADE_train_00005813,14
ADE_train_00008501,29
ADE_train_00007477,11
ADE_train_00017898,18
ADE_train_00016297,8
ADE_train_00018870,13
ADE_train_00010889,9
ADE_train_00004281,17
ADE_train_00012977,17
ADE_train_00012864,24
ADE_train_00002401,16
ADE_train_00014396,14
ADE_train_00018536,12
ADE_train_00019525,9
ADE_train_00000028,21
ADE_train_00005071,7
ADE_train_00002971,16
ADE_train_00004457,16
ADE_train_00011951,11
ADE_train_00001726,14
ADE_train_00006768,14
ADE_train_00015972,51
ADE_train_00016063,7
ADE_train_00003794,10
ADE_train_00013979,5
ADE_train_00003443,22
ADE_train_00006818,34
ADE_train_00013683,13
ADE_train_00014213,15
ADE_train_00003427,34
ADE_train_00012960,12
ADE_train_00013491,6
ADE_train_00019136,13
ADE_train_00009560,19
ADE_train_00007911,14
ADE_train_00019765,23
ADE_train_00011819,26
ADE_train_00004203,24
ADE_train_00010084,17
ADE_train_00010327,17
ADE_train_00017963,14
ADE_train_00016458,9
ADE_train_00012240,23
ADE_train_00010958,22
ADE_train_00011867,5
ADE_train_00010404,15
ADE_train_00001126,8
ADE_train_00018257,15
ADE_train_00016518,13
ADE_train_00013293,21
ADE_train_00009578,28
ADE_train_00020026,18
ADE_train_00011527,20
ADE_train_00004012,21
ADE_train_00010125,21
ADE_train_00003618,10
ADE_train_00006064,17
ADE_train_00003492,20
ADE_train_00010126,18
ADE_train_00000186,15
ADE_train_00003006,42
ADE_train_00015255,10
ADE_train_00016955,10
ADE_train_00010092,9
ADE_train_00002887,17
ADE_train_00000302,12
ADE_train_00005988,14
ADE_train_00016519,6
ADE_train_00013041,13
ADE_train_00016228,30
ADE_train_00019120,13
ADE_train_00015588,36
ADE_train_00009881,7
ADE_train_00010945,10
ADE_train_00004719,14
ADE_train_00008870,18
ADE_train_00016326,12
ADE_train_00017755,14
ADE_train_00018296,16
ADE_train_00016778,8
ADE_train_00000224,14
ADE_train_00018419,20
ADE_train_00012428,21
ADE_train_00012345,27
ADE_train_00011690,44
ADE_train_00016890,37
ADE_train_00003922,16
ADE_train_00006345,16
ADE_train_00018326,28
ADE_train_00017454,17
ADE_train_00018589,25
ADE_train_00004357,11
ADE_train_00016379,13
ADE_train_00000459,23
ADE_train_00007211,22
ADE_train_00018323,20
ADE_train_00003324,17
ADE_train_00017646,16
ADE_train_00000812,21
ADE_train_00004984,11
ADE_train_00008563,14
ADE_train_00000127,21
ADE_train_00017529,15
ADE_train_00015854,8
ADE_train_00016216,19
ADE_train_00009362,37
ADE_train_00010874,27
ADE_train_00007127,24
ADE_train_00004594,10
ADE_train_00018030,24
ADE_train_00016506,8
ADE_train_00009649,31
ADE_train_00003220,19
ADE_train_00002830,10
ADE_train_00000968,8
ADE_train_00012349,16
ADE_train_00017796,12
ADE_train_00008176,7
ADE_train_00003822,14
ADE_train_00010470,38
ADE_train_00019431,22
ADE_train_00003979,37
ADE_train_00007311,7
ADE_train_00018035,27
ADE_train_00000425,18
ADE_train_00010111,22
ADE_train_00018815,13
ADE_train_00013901,16
ADE_train_00017319,24
ADE_train_00015869,10
ADE_train_00018453,19
ADE_train_00002487,25
ADE_train_00014651,8
ADE_train_00016185,6
ADE_train_00005158,6
ADE_train_00002227,11
ADE_train_00016018,11
ADE_train_00000970,8
ADE_train_00002448,16
ADE_train_00012107,10
ADE_train_00009847,24
ADE_train_00003868,19
ADE_train_00017433,17
ADE_train_00015933,7
ADE_train_00019678,15
ADE_train_00005279,11
ADE_train_00006668,6
ADE_train_00008723,7
ADE_train_00017302,12
ADE_train_00015613,25
ADE_train_00001546,27
ADE_train_00000419,21
ADE_train_00016287,18
ADE_train_00001216,16
ADE_train_00018235,8
ADE_train_00005934,21
ADE_train_00018790,24
ADE_train_00009671,20
ADE_train_00013711,17
ADE_train_00002751,21
ADE_train_00009155,16
ADE_train_00002683,35
ADE_train_00020033,24
ADE_train_00010952,30
ADE_train_00002631,26
ADE_train_00005823,10
ADE_train_00003806,15
ADE_train_00018268,19
ADE_train_00008920,19
ADE_train_00019266,7
ADE_train_00006444,13
ADE_train_00001402,16
ADE_train_00012464,14
ADE_train_00001413,11
ADE_train_00010221,19
ADE_train_00001462,21
ADE_train_00019264,12
ADE_train_00017262,27
ADE_train_00019840,7
ADE_train_00012775,12
ADE_train_00004227,17
ADE_train_00001658,12
ADE_train_00005715,18
ADE_train_00005241,17
ADE_train_00007870,12
ADE_train_00010472,22
ADE_train_00005049,8
ADE_train_00016758,9
ADE_train_00004341,12
ADE_train_00000449,16
ADE_train_00010997,14
ADE_train_00005595,15
ADE_train_00009346,31
ADE_train_00009004,24
ADE_train_00004225,14
ADE_train_00018572,40
ADE_train_00013428,18
ADE_train_00018664,19
ADE_train_00000643,14
ADE_train_00019000,18
ADE_train_00007406,14
ADE_train_00000166,21
ADE_train_00007676,35
ADE_train_00007865,10
ADE_train_00000149,26
ADE_train_00002100,16
ADE_train_00011915,19
ADE_train_00001500,12
ADE_train_00010761,10
ADE_train_00011470,11
ADE_train_00008724,15
ADE_train_00011316,26
ADE_train_00014686,10
ADE_train_00006640,47
ADE_train_00002065,8
ADE_train_00004017,28
ADE_train_00014161,10
ADE_train_00005100,21
ADE_train_00002053,17
ADE_train_00009427,22
ADE_train_00018376,9
ADE_train_00000612,58
ADE_train_00005324,12
ADE_train_00001924,17
ADE_train_00002411,20
ADE_train_00016237,15
ADE_train_00015124,20
ADE_train_00020112,6
ADE_train_00019344,26
ADE_train_00012701,15
ADE_train_00007941,20
ADE_train_00018118,23
ADE_train_00015310,21
ADE_train_00019303,15
ADE_train_00012098,7
ADE_train_00018847,21
ADE_train_00016964,20
ADE_train_00007568,24
ADE_train_00007160,23
ADE_train_00019177,11
ADE_train_00016094,30
ADE_train_00000147,15
ADE_train_00000801,50
ADE_train_00019187,14
ADE_train_00004031,29
ADE_train_00009579,35
ADE_train_00003217,25
ADE_train_00014079,22
ADE_train_00019218,31
ADE_train_00017364,32
ADE_train_00008782,38
ADE_train_00007718,19
ADE_train_00010921,11
ADE_train_00004044,27
ADE_train_00013453,9
ADE_train_00017701,32
ADE_train_00008197,8
ADE_train_00014530,9
ADE_train_00019512,13
ADE_train_00011062,11
ADE_train_00009996,18
ADE_train_00008410,9
ADE_train_00007546,7
ADE_train_00012836,10
ADE_train_00015459,11
ADE_train_00011543,16
ADE_train_00002088,13
ADE_train_00010045,30
ADE_train_00019939,14
ADE_train_00006000,19
ADE_train_00017891,27
ADE_train_00019550,17
ADE_train_00012050,24
ADE_train_00011372,17
ADE_train_00005244,9
ADE_train_00005429,5
ADE_train_00019348,25
ADE_train_00000118,25
ADE_train_00001883,15
ADE_train_00012614,8
ADE_train_00015752,40
ADE_train_00013335,11
ADE_train_00018370,16
ADE_train_00007971,15
ADE_train_00018890,22
ADE_train_00001323,11
ADE_train_00015206,33
ADE_train_00009654,20
ADE_train_00005766,16
ADE_train_00004104,13
ADE_train_00017326,37
ADE_train_00010069,12
ADE_train_00000228,13
ADE_train_00015241,20
ADE_train_00006817,15
ADE_train_00017424,38
ADE_train_00011914,9
ADE_train_00012397,10
ADE_train_00005674,12
ADE_train_00010816,6
ADE_train_00000522,24
ADE_train_00000431,29
ADE_train_00016825,22
ADE_train_00002229,9
ADE_train_00012288,10
ADE_train_00012784,16
ADE_train_00012354,24
ADE_train_00011599,35
ADE_train_00013217,11
ADE_train_00018304,12
ADE_train_00017097,23
ADE_train_00017937,20
ADE_train_00010518,29
ADE_train_00018348,11
ADE_train_00011174,18
ADE_train_00005971,14
ADE_train_00013494,23
ADE_train_00002478,14
ADE_train_00017365,9
ADE_train_00016651,12
ADE_train_00010471,40
ADE_train_00000507,35
ADE_train_00003411,34
ADE_train_00000535,22
ADE_train_00006720,22
ADE_train_00018578,8
ADE_train_00001804,15
ADE_train_00015281,27
ADE_train_00003909,36
ADE_train_00019221,11
ADE_train_00017367,20
ADE_train_00018163,20
ADE_train_00015035,24
ADE_train_00013054,13
ADE_train_00015130,28
ADE_train_00016832,23
ADE_train_00002727,26
ADE_train_00007080,32
ADE_train_00007448,21
ADE_train_00011804,14
ADE_train_00015249,13
ADE_train_00019662,13
ADE_train_00018279,19
ADE_train_00008520,34
ADE_train_00006249,11
ADE_train_00007566,17
ADE_train_00012264,6
ADE_train_00013714,17
ADE_train_00000473,24
ADE_train_00015222,33
ADE_train_00015403,7
ADE_train_00008986,18
ADE_train_00014878,15
ADE_train_00003501,24
ADE_train_00004495,7
ADE_train_00009868,22
ADE_train_00005484,23
ADE_train_00015024,13
ADE_train_00013857,16
ADE_train_00015110,8
ADE_train_00007586,14
ADE_train_00016242,9
ADE_train_00009103,46
ADE_train_00000454,18
ADE_train_00019605,26
ADE_train_00012942,13
ADE_train_00018534,17
ADE_train_00008235,9
ADE_train_00015550,14
ADE_train_00011447,22
ADE_train_00001034,13
ADE_train_00018952,18
ADE_train_00011161,21
ADE_train_00011866,10
ADE_train_00017201,18
ADE_train_00000998,7
ADE_train_00013460,28
ADE_train_00011847,28
ADE_train_00004813,18
ADE_train_00004244,26
ADE_train_00019739,17
ADE_train_00008430,20
ADE_train_00009484,18
ADE_train_00003102,14
ADE_train_00002330,9
ADE_train_00010369,32
ADE_train_00008901,19
ADE_train_00007184,13
ADE_train_00019414,19
ADE_train_00008740,12
ADE_train_00000141,22
ADE_train_00002047,8
ADE_train_00018192,24
ADE_train_00020048,16
ADE_train_00016721,15
ADE_train_00020034,30
ADE_train_00016774,21
ADE_train_00006395,14
ADE_train_00004193,13
ADE_train_00015321,19
ADE_train_00013302,31
ADE_train_00010276,21
ADE_train_00017396,19
ADE_train_00016180,27
ADE_train_00007362,9
ADE_train_00001691,16
ADE_train_00004449,27
ADE_train_00003680,31
ADE_train_00005677,11
ADE_train_00000415,20
ADE_train_00016696,31
ADE_train_00003810,22
ADE_train_00018006,52
ADE_train_00009425,29
ADE_train_00013719,12
ADE_train_00015565,27
ADE_train_00013317,11
ADE_train_00003887,10
ADE_train_00006037,18
ADE_train_00017708,14
ADE_train_00014833,18
ADE_train_00011821,27
ADE_train_00000048,31
ADE_train_00011781,21
ADE_train_00001394,14
ADE_train_00007217,15
ADE_train_00001194,27
ADE_train_00000680,30
ADE_train_00007212,19
ADE_train_00006262,8
ADE_train_00004310,32
ADE_train_00014457,14
ADE_train_00003903,16
ADE_train_00008526,39
ADE_train_00000576,11
ADE_train_00016941,18
ADE_train_00002138,6
ADE_train_00009620,39
ADE_train_00012435,25
ADE_train_00003075,17
ADE_train_00019297,44
ADE_train_00019633,21
ADE_train_00010766,40
ADE_train_00007161,11
ADE_train_00002607,13
ADE_train_00004926,15
ADE_train_00005123,14
ADE_train_00006193,17
ADE_train_00017930,12
ADE_train_00011051,9
ADE_train_00006855,20
ADE_train_00001390,19
ADE_train_00018442,65
ADE_train_00003856,15
ADE_train_00000447,17
ADE_train_00010846,7
ADE_train_00008360,19
ADE_train_00018739,22
ADE_train_00017540,23
ADE_train_00015143,15
ADE_train_00002758,20
ADE_train_00007279,13
ADE_train_00015272,22
ADE_train_00011065,17
ADE_train_00005043,65
ADE_train_00007313,10
ADE_train_00014665,14
ADE_train_00013004,17
ADE_train_00016590,9
ADE_train_00017827,15
ADE_train_00006892,24
ADE_train_00002239,12
ADE_train_00015773,12
ADE_train_00004171,14
ADE_train_00011719,15
ADE_train_00018130,17
ADE_train_00016425,13
ADE_train_00020105,20
ADE_train_00008503,9
ADE_train_00000825,15
ADE_train_00016602,11
ADE_train_00003955,42
ADE_train_00010005,17
ADE_train_00007712,20
ADE_train_00009979,12
ADE_train_00004872,8
ADE_train_00012796,17
ADE_train_00015086,10
ADE_train_00008402,9
ADE_train_00003679,12
ADE_train_00017541,18
ADE_train_00015364,62
ADE_train_00011117,13
ADE_train_00017862,67
ADE_train_00016499,7
ADE_train_00005255,12
ADE_train_00012604,14
ADE_train_00009841,12
ADE_train_00002663,16
ADE_train_00015669,11
ADE_train_00018663,19
ADE_train_00007678,23
ADE_train_00000135,18
ADE_train_00015349,12
ADE_train_00013316,8
ADE_train_00012081,10
ADE_train_00007439,10
ADE_train_00018810,19
ADE_train_00013064,16
ADE_train_00007657,7
ADE_train_00001240,53
ADE_train_00006623,11
ADE_train_00015545,16
ADE_train_00012867,13
ADE_train_00009545,25
ADE_train_00014841,25
ADE_train_00007185,27
ADE_train_00007348,22
ADE_train_00007603,31
ADE_train_00014917,10
ADE_train_00002072,23
ADE_train_00014689,13
ADE_train_00012724,38
ADE_train_00008589,35
ADE_train_00014410,7
ADE_train_00016600,9
ADE_train_00008393,36
ADE_train_00002041,22
ADE_train_00005696,9
ADE_train_00010308,12
ADE_train_00011736,18
ADE_train_00019043,31
ADE_train_00014830,13
ADE_train_00001664,4
ADE_train_00002718,22
ADE_train_00002108,9
ADE_train_00009313,18
ADE_train_00001382,25
ADE_train_00015201,22
ADE_train_00004037,24
ADE_train_00000354,20
ADE_train_00004229,13
ADE_train_00000457,28
ADE_train_00015147,12
ADE_train_00018826,18
ADE_train_00019253,7
ADE_train_00005956,19
ADE_train_00018391,17
ADE_train_00010493,28
ADE_train_00013566,6
ADE_train_00013337,11
ADE_train_00011874,9
ADE_train_00017906,24
ADE_train_00017521,36
ADE_train_00014256,16
ADE_train_00010006,19
ADE_train_00013094,34
ADE_train_00011322,14
ADE_train_00004505,23
ADE_train_00015454,9
ADE_train_00004792,21
ADE_train_00001549,10
ADE_train_00006092,24
ADE_train_00004938,14
ADE_train_00008670,14
ADE_train_00001519,17
ADE_train_00003096,12
ADE_train_00013984,8
ADE_train_00005907,14
ADE_train_00005102,25
ADE_train_00016728,9
ADE_train_00018088,25
ADE_train_00016892,50
ADE_train_00001565,11
ADE_train_00020107,12
ADE_train_00014826,22
ADE_train_00020041,19
ADE_train_00000930,18
ADE_train_00017913,24
ADE_train_00017383,42
ADE_train_00004016,21
ADE_train_00017328,60
ADE_train_00007748,28
ADE_train_00002038,14
ADE_train_00007277,8
ADE_train_00003605,34
ADE_train_00010176,20
ADE_train_00007182,11
ADE_train_00018019,26
ADE_train_00006975,41
ADE_train_00014331,22
ADE_train_00018768,39
ADE_train_00007110,14
ADE_train_00000886,21
ADE_train_00003951,18
ADE_train_00015126,11
ADE_train_00006241,5
ADE_train_00015554,34
ADE_train_00010218,28
ADE_train_00019959,6
ADE_train_00015094,18
ADE_train_00005064,16
ADE_train_00004393,9
ADE_train_00013653,17
ADE_train_00009746,14
ADE_train_00009298,30
ADE_train_00018830,14
ADE_train_00010426,45
ADE_train_00006282,12
ADE_train_00008502,10
ADE_train_00010937,21
ADE_train_00017583,40
ADE_train_00002035,12
ADE_train_00002431,14
ADE_train_00005539,6
ADE_train_00015901,8
ADE_train_00011400,17
ADE_train_00018614,20
ADE_train_00015971,13
ADE_train_00009050,12
ADE_train_00017651,20
ADE_train_00005938,29
ADE_train_00004859,23
ADE_train_00007437,33
ADE_train_00019996,23
ADE_train_00013109,12
ADE_train_00000921,39
ADE_train_00010320,20
ADE_train_00018657,28
ADE_train_00008558,18
ADE_train_00017164,54
ADE_train_00012711,13
ADE_train_00006596,12
ADE_train_00009976,51
ADE_train_00019526,12
ADE_train_00009472,24
ADE_train_00008907,8
ADE_train_00005777,12
ADE_train_00008550,16
ADE_train_00005742,38
ADE_train_00017099,11
ADE_train_00010686,48
ADE_train_00002620,41
ADE_train_00000164,15
ADE_train_00015549,24
ADE_train_00015190,15
ADE_train_00001295,9
ADE_train_00018310,31
ADE_train_00013602,12
ADE_train_00008616,25
ADE_train_00005268,42
ADE_train_00018817,12
ADE_train_00008932,14
ADE_train_00013117,11
ADE_train_00015963,29
ADE_train_00019318,15
ADE_train_00016736,7
ADE_train_00016209,18
ADE_train_00003865,35
ADE_train_00007125,37
ADE_train_00001593,12
ADE_train_00017639,20
ADE_train_00015240,11
ADE_train_00019577,6
ADE_train_00017153,16
ADE_train_00019481,16
ADE_train_00010026,11
ADE_train_00019694,24
ADE_train_00019011,7
ADE_train_00002257,6
ADE_train_00000105,14
ADE_train_00010135,19
ADE_train_00001104,9
ADE_train_00015031,19
ADE_train_00004148,10
ADE_train_00013288,5
ADE_train_00009368,33
ADE_train_00004124,10
ADE_train_00015594,19
ADE_train_00012921,16
ADE_train_00016848,3
ADE_train_00017940,24
ADE_train_00007296,10
ADE_train_00010885,13
ADE_train_00013340,18
ADE_train_00003146,18
ADE_train_00012954,11
ADE_train_00009433,9
ADE_train_00002920,14
ADE_train_00001192,10
ADE_train_00007594,36
ADE_train_00019073,13
ADE_train_00015819,26
ADE_train_00009232,9
ADE_train_00005459,11
ADE_train_00014003,16
ADE_train_00004381,21
ADE_train_00005016,9
ADE_train_00015782,14
ADE_train_00011965,12
ADE_train_00008791,12
ADE_train_00004779,13
ADE_train_00004443,12
ADE_train_00004334,15
ADE_train_00001064,7
ADE_train_00000436,18
ADE_train_00009896,15
ADE_train_00013205,13
ADE_train_00011671,17
ADE_train_00003268,22
ADE_train_00008761,8
ADE_train_00019243,11
ADE_train_00001623,14
ADE_train_00010565,36
ADE_train_00001537,21
ADE_train_00005572,9
ADE_train_00010868,9
ADE_train_00017857,10
ADE_train_00017405,23
ADE_train_00009517,37
ADE_train_00004626,12
ADE_train_00016701,15
ADE_train_00002558,7
ADE_train_00012478,17
ADE_train_00003035,18
ADE_train_00018502,12
ADE_train_00006983,43
ADE_train_00015596,34
ADE_train_00004856,28
ADE_train_00009385,64
ADE_train_00009190,28
ADE_train_00013581,14
ADE_train_00019197,15
ADE_train_00016661,11
ADE_train_00011845,8
ADE_train_00018895,18
ADE_train_00013533,15
ADE_train_00012215,19
ADE_train_00004337,28
ADE_train_00016872,28
ADE_train_00005318,15
ADE_train_00017299,13
ADE_train_00003441,26
ADE_train_00010476,22
ADE_train_00007723,17
ADE_train_00004152,32
ADE_train_00003687,10
ADE_train_00018499,25
ADE_train_00001601,10
ADE_train_00011559,19
ADE_train_00003835,28
ADE_train_00013108,20
ADE_train_00006011,7
ADE_train_00017783,9
ADE_train_00010715,36
ADE_train_00012058,19
